renamed_path,label_idx
task2/train_data/images/labeled/0.jpeg,0
task2/train_data/images/labeled/1.jpeg,0
task2/train_data/images/labeled/2.jpeg,0
task2/train_data/images/labeled/3.jpeg,0
task2/train_data/images/labeled/4.jpeg,0
task2/train_data/images/labeled/5.jpeg,0
task2/train_data/images/labeled/6.jpeg,0
task2/train_data/images/labeled/7.jpeg,0
task2/train_data/images/labeled/8.jpeg,0
task2/train_data/images/labeled/9.jpeg,0
task2/train_data/images/labeled/10.jpeg,0
task2/train_data/images/labeled/11.jpeg,0
task2/train_data/images/labeled/12.jpeg,0
task2/train_data/images/labeled/13.jpeg,0
task2/train_data/images/labeled/14.jpeg,0
task2/train_data/images/labeled/15.jpeg,0
task2/train_data/images/labeled/16.jpeg,0
task2/train_data/images/labeled/17.jpeg,0
task2/train_data/images/labeled/18.jpeg,0
task2/train_data/images/labeled/19.jpeg,0
task2/train_data/images/labeled/20.jpeg,0
task2/train_data/images/labeled/21.jpeg,0
task2/train_data/images/labeled/22.jpeg,0
task2/train_data/images/labeled/23.jpeg,0
task2/train_data/images/labeled/24.jpeg,0
task2/train_data/images/labeled/25.jpeg,0
task2/train_data/images/labeled/26.jpeg,0
task2/train_data/images/labeled/27.jpeg,0
task2/train_data/images/labeled/28.jpeg,0
task2/train_data/images/labeled/29.jpeg,0
task2/train_data/images/labeled/30.jpeg,0
task2/train_data/images/labeled/31.jpeg,0
task2/train_data/images/labeled/32.jpeg,0
task2/train_data/images/labeled/33.jpeg,0
task2/train_data/images/labeled/34.jpeg,0
task2/train_data/images/labeled/35.jpeg,0
task2/train_data/images/labeled/36.jpeg,0
task2/train_data/images/labeled/37.jpeg,0
task2/train_data/images/labeled/38.jpeg,0
task2/train_data/images/labeled/40.jpeg,0
task2/train_data/images/labeled/41.jpeg,0
task2/train_data/images/labeled/42.jpeg,0
task2/train_data/images/labeled/43.jpeg,0
task2/train_data/images/labeled/44.jpeg,0
task2/train_data/images/labeled/45.jpeg,0
task2/train_data/images/labeled/46.jpeg,0
task2/train_data/images/labeled/47.jpeg,0
task2/train_data/images/labeled/48.jpeg,0
task2/train_data/images/labeled/49.jpeg,0
task2/train_data/images/labeled/50.jpeg,0
task2/train_data/images/labeled/51.jpeg,0
task2/train_data/images/labeled/52.jpeg,0
task2/train_data/images/labeled/53.jpeg,0
task2/train_data/images/labeled/55.jpeg,0
task2/train_data/images/labeled/56.jpeg,0
task2/train_data/images/labeled/57.jpeg,0
task2/train_data/images/labeled/58.jpeg,0
task2/train_data/images/labeled/59.jpeg,0
task2/train_data/images/labeled/60.jpeg,0
task2/train_data/images/labeled/61.jpeg,0
task2/train_data/images/labeled/62.jpeg,0
task2/train_data/images/labeled/63.jpeg,0
task2/train_data/images/labeled/64.jpeg,0
task2/train_data/images/labeled/65.jpeg,0
task2/train_data/images/labeled/66.jpeg,0
task2/train_data/images/labeled/67.jpeg,0
task2/train_data/images/labeled/68.jpeg,0
task2/train_data/images/labeled/69.jpeg,0
task2/train_data/images/labeled/70.jpeg,0
task2/train_data/images/labeled/71.jpeg,0
task2/train_data/images/labeled/72.jpeg,0
task2/train_data/images/labeled/73.jpeg,0
task2/train_data/images/labeled/74.jpeg,0
task2/train_data/images/labeled/75.jpeg,0
task2/train_data/images/labeled/76.jpeg,0
task2/train_data/images/labeled/77.jpeg,0
task2/train_data/images/labeled/78.jpeg,0
task2/train_data/images/labeled/79.jpeg,0
task2/train_data/images/labeled/80.jpeg,0
task2/train_data/images/labeled/81.jpeg,0
task2/train_data/images/labeled/82.jpeg,0
task2/train_data/images/labeled/83.jpeg,0
task2/train_data/images/labeled/84.jpeg,0
task2/train_data/images/labeled/85.jpeg,0
task2/train_data/images/labeled/86.jpeg,0
task2/train_data/images/labeled/87.jpeg,0
task2/train_data/images/labeled/88.jpeg,0
task2/train_data/images/labeled/89.jpeg,0
task2/train_data/images/labeled/90.jpeg,0
task2/train_data/images/labeled/91.jpeg,0
task2/train_data/images/labeled/92.jpeg,0
task2/train_data/images/labeled/93.jpeg,0
task2/train_data/images/labeled/94.jpeg,0
task2/train_data/images/labeled/95.jpeg,0
task2/train_data/images/labeled/96.jpeg,0
task2/train_data/images/labeled/97.jpeg,0
task2/train_data/images/labeled/98.jpeg,0
task2/train_data/images/labeled/99.jpeg,0
task2/train_data/images/labeled/100.jpeg,0
task2/train_data/images/labeled/101.jpeg,0
task2/train_data/images/labeled/102.jpeg,0
task2/train_data/images/labeled/103.jpeg,0
task2/train_data/images/labeled/104.jpeg,0
task2/train_data/images/labeled/105.jpeg,0
task2/train_data/images/labeled/106.jpeg,0
task2/train_data/images/labeled/107.jpeg,0
task2/train_data/images/labeled/108.jpeg,0
task2/train_data/images/labeled/109.jpeg,0
task2/train_data/images/labeled/110.jpeg,0
task2/train_data/images/labeled/111.jpeg,0
task2/train_data/images/labeled/112.jpeg,0
task2/train_data/images/labeled/113.jpeg,0
task2/train_data/images/labeled/114.jpeg,0
task2/train_data/images/labeled/115.jpeg,0
task2/train_data/images/labeled/116.jpeg,0
task2/train_data/images/labeled/117.jpeg,0
task2/train_data/images/labeled/118.jpeg,0
task2/train_data/images/labeled/119.jpeg,0
task2/train_data/images/labeled/120.jpeg,0
task2/train_data/images/labeled/121.jpeg,0
task2/train_data/images/labeled/122.jpeg,0
task2/train_data/images/labeled/123.jpeg,0
task2/train_data/images/labeled/124.jpeg,0
task2/train_data/images/labeled/125.jpeg,0
task2/train_data/images/labeled/126.jpeg,0
task2/train_data/images/labeled/127.jpeg,0
task2/train_data/images/labeled/128.jpeg,0
task2/train_data/images/labeled/129.jpeg,0
task2/train_data/images/labeled/130.jpeg,0
task2/train_data/images/labeled/131.jpeg,0
task2/train_data/images/labeled/132.jpeg,0
task2/train_data/images/labeled/133.jpeg,0
task2/train_data/images/labeled/134.jpeg,0
task2/train_data/images/labeled/135.jpeg,0
task2/train_data/images/labeled/136.jpeg,0
task2/train_data/images/labeled/138.jpeg,0
task2/train_data/images/labeled/139.jpeg,0
task2/train_data/images/labeled/140.jpeg,0
task2/train_data/images/labeled/141.jpeg,0
task2/train_data/images/labeled/142.jpeg,0
task2/train_data/images/labeled/143.jpeg,0
task2/train_data/images/labeled/144.jpeg,0
task2/train_data/images/labeled/145.jpeg,0
task2/train_data/images/labeled/146.jpeg,0
task2/train_data/images/labeled/147.jpeg,0
task2/train_data/images/labeled/148.jpeg,0
task2/train_data/images/labeled/149.jpeg,0
task2/train_data/images/labeled/150.jpeg,0
task2/train_data/images/labeled/151.jpeg,0
task2/train_data/images/labeled/152.jpeg,0
task2/train_data/images/labeled/153.jpeg,0
task2/train_data/images/labeled/154.jpeg,0
task2/train_data/images/labeled/155.jpeg,0
task2/train_data/images/labeled/156.jpeg,0
task2/train_data/images/labeled/157.jpeg,0
task2/train_data/images/labeled/158.jpeg,0
task2/train_data/images/labeled/159.jpeg,0
task2/train_data/images/labeled/160.jpeg,0
task2/train_data/images/labeled/161.jpeg,0
task2/train_data/images/labeled/162.jpeg,0
task2/train_data/images/labeled/163.jpeg,0
task2/train_data/images/labeled/164.jpeg,0
task2/train_data/images/labeled/165.jpeg,0
task2/train_data/images/labeled/166.jpeg,0
task2/train_data/images/labeled/167.jpeg,0
task2/train_data/images/labeled/168.jpeg,0
task2/train_data/images/labeled/169.jpeg,0
task2/train_data/images/labeled/170.jpeg,0
task2/train_data/images/labeled/171.jpeg,0
task2/train_data/images/labeled/172.jpeg,0
task2/train_data/images/labeled/173.jpeg,0
task2/train_data/images/labeled/174.jpeg,0
task2/train_data/images/labeled/175.jpeg,0
task2/train_data/images/labeled/176.jpeg,0
task2/train_data/images/labeled/177.jpeg,0
